1	1	1	1
1	1	1	2
1	1	1	3
1	1	1	4
1	1	1	5
1	1	1	6
1	1	1	7
1	1	1	8
1	1	3	2
1	1	3	3
1	1	3	4
1	1	3	5
1	1	5	1
1	1	5	2
1	1	5	3
1	1	5	4
1	1	5	5
1	1	5	6
1	1	7	2
1	1	7	4
1	1	9	1
1	1	9	2
1	1	9	4
1	1	113	2
1	1	113	4
1	1	115	2
1	1	115	4
1	1	117	2
1	1	117	3
1	1	117	4
1	1	117	5
1	1	117	6
1	1	119	2
1	1	119	3
1	1	119	4
1	1	119	5
1	3	1	1
1	3	1	2
1	3	1	3
1	3	1	4
1	3	1	5
1	3	1	6
1	3	2	2
1	3	2	4
1	3	3	2
1	3	3	3
1	3	3	4
1	3	3	5
1	3	4	2
1	3	4	4
1	3	5	1
1	3	5	2
1	3	5	3
1	3	5	4
1	3	5	5
1	3	5	6
1	3	6	2
1	3	6	4
1	3	7	2
1	3	7	4
1	3	115	2
1	3	115	4
1	3	116	2
1	3	116	4
1	3	117	2
1	3	117	3
1	3	117	4
1	3	117	5
1	3	117	6
1	3	118	2
1	3	118	4
1	3	119	2
1	3	119	3
1	3	119	4
1	3	119	5
1	3	120	2
1	3	120	4
1	5	1	1
1	5	1	2
1	5	1	3
1	5	1	4
1	5	1	5
1	5	1	6
1	5	1	7
1	5	2	2
1	5	2	4
1	5	2	6
1	5	3	2
1	5	3	3
1	5	3	4
1	5	3	5
1	5	4	2
1	5	4	4
1	5	5	1
1	5	5	2
1	5	5	3
1	5	5	4
1	5	6	2
1	5	6	4
1	5	7	2
1	5	115	2
1	5	116	2
1	5	116	4
1	5	117	2
1	5	117	3
1	5	117	4
1	5	118	2
1	5	118	4
1	5	119	2
1	5	119	3
1	5	119	4
1	5	119	5
1	5	120	2
1	5	120	4
1	5	120	6
1	7	1	1
1	7	1	2
1	7	1	4
1	7	2	2
1	7	2	4
1	7	3	2
1	7	3	4
1	7	4	2
1	7	4	4
1	7	5	4
1	7	117	4
1	7	118	2
1	7	118	4
1	7	119	2
1	7	119	4
1	7	120	2
1	7	120	4
1	9	1	1
1	9	1	2
1	9	1	4
1	9	1	5
1	9	2	2
1	9	2	4
1	9	3	4
1	9	3	5
1	9	119	4
1	9	119	5
1	9	120	2
1	9	120	4
1	113	1	2
1	113	1	4
1	113	1	5
1	113	2	2
1	113	2	4
1	113	3	4
1	113	3	5
1	113	119	4
1	113	119	5
1	113	120	2
1	113	120	4
1	115	1	2
1	115	1	4
1	115	2	2
1	115	2	4
1	115	3	2
1	115	3	4
1	115	4	2
1	115	4	4
1	115	5	4
1	115	117	4
1	115	118	2
1	115	118	4
1	115	119	2
1	115	119	4
1	115	120	2
1	115	120	4
1	117	1	2
1	117	1	3
1	117	1	4
1	117	1	5
1	117	1	6
1	117	1	7
1	117	2	2
1	117	2	4
1	117	2	6
1	117	3	2
1	117	3	3
1	117	3	4
1	117	3	5
1	117	4	2
1	117	4	4
1	117	5	1
1	117	5	2
1	117	5	3
1	117	5	4
1	117	6	2
1	117	6	4
1	117	7	2
1	117	115	2
1	117	116	2
1	117	116	4
1	117	117	2
1	117	117	3
1	117	117	4
1	117	118	2
1	117	118	4
1	117	119	2
1	117	119	3
1	117	119	4
1	117	119	5
1	117	120	2
1	117	120	4
1	117	120	6
1	119	1	2
1	119	1	3
1	119	1	4
1	119	1	5
1	119	1	6
1	119	2	2
1	119	2	4
1	119	3	2
1	119	3	3
1	119	3	4
1	119	3	5
1	119	4	2
1	119	4	4
1	119	5	1
1	119	5	2
1	119	5	3
1	119	5	4
1	119	5	5
1	119	5	6
1	119	6	2
1	119	6	4
1	119	7	2
1	119	7	4
1	119	115	2
1	119	115	4
1	119	116	2
1	119	116	4
1	119	117	2
1	119	117	3
1	119	117	4
1	119	117	5
1	119	117	6
1	119	118	2
1	119	118	4
1	119	119	2
1	119	119	3
1	119	119	4
1	119	119	5
1	119	120	2
1	119	120	4
5	1	1	1
5	1	1	2
5	1	1	3
5	1	1	4
5	1	1	5
5	1	1	6
5	1	3	2
5	1	3	3
5	1	3	4
5	1	3	5
5	1	5	1
5	1	5	2
5	1	5	3
5	1	5	4
5	1	5	5
5	1	7	2
5	1	7	4
5	1	13	2
5	1	109	2
5	1	115	2
5	1	115	4
5	1	117	2
5	1	117	3
5	1	117	4
5	1	117	5
5	1	119	2
5	1	119	3
5	1	119	4
5	1	119	5
5	2	1	2
5	2	1	4
5	2	2	2
5	2	2	4
5	2	3	2
5	2	3	3
5	2	3	4
5	2	4	2
5	2	4	4
5	2	5	1
5	2	5	2
5	2	5	3
5	2	5	4
5	2	5	5
5	2	6	2
5	2	6	4
5	2	7	2
5	2	7	4
5	2	10	4
5	2	112	4
5	2	115	2
5	2	115	4
5	2	116	2
5	2	116	4
5	2	117	2
5	2	117	3
5	2	117	4
5	2	117	5
5	2	118	2
5	2	118	4
5	2	119	2
5	2	119	3
5	2	119	4
5	2	120	2
5	2	120	4
5	3	1	1
5	3	1	2
5	3	1	3
5	3	1	4
5	3	1	5
5	3	2	2
5	3	2	4
5	3	3	2
5	3	3	3
5	3	4	2
5	3	4	4
5	3	5	1
5	3	5	2
5	3	5	3
5	3	5	4
5	3	6	2
5	3	7	2
5	3	7	4
5	3	115	2
5	3	115	4
5	3	116	2
5	3	117	2
5	3	117	3
5	3	117	4
5	3	118	2
5	3	118	4
5	3	119	2
5	3	119	3
5	3	120	2
5	3	120	4
5	4	2	2
5	4	2	4
5	4	3	2
5	4	3	3
5	4	3	4
5	4	4	2
5	4	5	2
5	4	5	4
5	4	6	2
5	4	6	4
5	4	7	2
5	4	7	4
5	4	115	2
5	4	115	4
5	4	116	2
5	4	116	4
5	4	117	2
5	4	117	4
5	4	118	2
5	4	119	2
5	4	119	3
5	4	119	4
5	4	120	2
5	4	120	4
5	5	1	1
5	5	1	3
5	5	2	2
5	5	2	4
5	5	3	4
5	5	4	2
5	5	4	4
5	5	5	2
5	5	5	4
5	5	6	2
5	5	6	4
5	5	7	2
5	5	7	4
5	5	8	2
5	5	114	2
5	5	115	2
5	5	115	4
5	5	116	2
5	5	116	4
5	5	117	2
5	5	117	4
5	5	118	2
5	5	118	4
5	5	119	4
5	5	120	2
5	5	120	4
5	6	1	2
5	6	1	4
5	6	2	2
5	6	2	4
5	6	3	2
5	6	3	4
5	6	3	6
5	6	4	2
5	6	4	4
5	6	5	2
5	6	5	4
5	6	6	2
5	6	6	4
5	6	115	2
5	6	116	2
5	6	116	4
5	6	117	2
5	6	117	4
5	6	118	2
5	6	118	4
5	6	119	2
5	6	119	4
5	6	119	6
5	6	120	2
5	6	120	4
5	7	2	2
5	7	2	4
5	7	3	4
5	7	4	2
5	7	4	4
5	7	118	2
5	7	118	4
5	7	119	4
5	7	120	2
5	7	120	4
5	8	1	2
5	8	1	4
5	8	1	6
5	9	1	1
5	10	1	2
5	10	1	4
5	13	1	1
5	112	1	2
5	112	1	4
5	114	1	2
5	114	1	4
5	114	1	6
5	115	2	2
5	115	2	4
5	115	3	4
5	115	4	2
5	115	4	4
5	115	118	2
5	115	118	4
5	115	119	4
5	115	120	2
5	115	120	4
5	116	1	2
5	116	1	4
5	116	2	2
5	116	2	4
5	116	3	2
5	116	3	4
5	116	3	6
5	116	4	2
5	116	4	4
5	116	5	2
5	116	5	4
5	116	6	2
5	116	6	4
5	116	7	2
5	116	115	2
5	116	116	2
5	116	116	4
5	116	117	2
5	116	117	4
5	116	118	2
5	116	118	4
5	116	119	2
5	116	119	4
5	116	119	6
5	116	120	2
5	116	120	4
5	117	1	3
5	117	2	2
5	117	2	4
5	117	3	4
5	117	4	2
5	117	4	4
5	117	5	2
5	117	5	4
5	117	6	2
5	117	6	4
5	117	7	2
5	117	7	4
5	117	8	2
5	117	114	2
5	117	115	2
5	117	115	4
5	117	116	2
5	117	116	4
5	117	117	2
5	117	117	4
5	117	118	2
5	117	118	4
5	117	119	4
5	117	120	2
5	117	120	4
5	118	2	2
5	118	2	4
5	118	3	2
5	118	3	3
5	118	3	4
5	118	4	2
5	118	5	2
5	118	5	4
5	118	6	2
5	118	6	4
5	118	7	2
5	118	7	4
5	118	115	2
5	118	115	4
5	118	116	2
5	118	116	4
5	118	117	2
5	118	117	4
5	118	118	2
5	118	119	2
5	118	119	3
5	118	119	4
5	118	120	2
5	118	120	4
5	119	1	2
5	119	1	3
5	119	1	4
5	119	1	5
5	119	2	2
5	119	2	4
5	119	3	2
5	119	3	3
5	119	4	2
5	119	4	4
5	119	5	1
5	119	5	2
5	119	5	3
5	119	5	4
5	119	6	2
5	119	7	2
5	119	7	4
5	119	109	2
5	119	115	2
5	119	115	4
5	119	116	2
5	119	117	2
5	119	117	3
